 ,X_(px),Y_(px),Frame_Number,X_(nm),X_loc_error(nm),Y_(nm),Y_loc_error(nm),Z_(nm),Z_loc_error(nm),Amplitude_fit,Amp_error,BGfit,BGfit_error,SD_X_(nm),SD_X_error(nm),SD_Y_(nm),SD_Y_error(nm),False_positive,IntegratedInt,SNR,R2_fit,Iterations_fit,Track_ID,Particle_ID,Track_Length,Reverse_numbering
153,215.22,339.51,9,13773.81,13.53,21728.66,14.25,0,0,66.63,6.80,134.30,1.49,101.79,11.80,107.22,12.43,0,642.36,2.13,0.22,3,29,4,4,1
154,213.11,333.34,4,13638.98,13.49,21333.97,11.15,0,0,76.23,5.63,131.66,1.55,140.80,11.90,116.39,9.83,0,1907.32,3.34,0.32,3,30,1,1,1
155,392.59,401.72,4,25125.79,14.55,25710.11,14.40,0,0,58.98,5.22,131.57,1.42,126.68,12.81,125.45,12.69,0,1472.30,2.81,0.25,4,31,1,1,1
156,19.88,95.29,5,1272.24,7.03,6098.66,10.99,0,0,100.44,5.35,128.93,1.46,101.79,6.19,158.93,9.71,0,3577.96,5.37,0.48,4,32,1,2,2
157,21.62,84.71,8,1383.76,7.33,5421.46,6.43,0,0,134.80,5.98,125.41,1.52,127.24,6.43,111.54,5.64,0,2815.45,6.62,0.58,3,32,2,2,1
158,115.67,243.49,5,7402.76,10.54,15583.36,11.79,0,0,78.17,6.73,132.83,1.39,93.95,9.18,105.09,10.27,0,1706.20,3.53,0.29,3,33,1,3,3
159,105.95,249.48,7,6781.11,6.48,15966.94,9.42,0,0,109.96,5.15,127.11,1.43,106.71,5.72,154.95,8.32,0,3255.77,5.29,0.54,3,33,2,3,2
160,101.89,251.37,9,6521.12,10.67,16087.86,8.76,0,0,104.53,6.62,133.81,1.66,129.64,9.36,106.53,7.69,0,1957.34,4.36,0.41,3,33,3,3,1
161,172.83,35.90,5,11061.32,8.63,2297.91,6.97,0,0,119.41,6.90,135.21,1.49,114.77,7.53,92.68,6.08,0,2515.80,5.09,0.47,3,34,1,4,4
162,179.29,33.85,6,11474.25,10.18,2166.64,10.94,0,0,78.50,4.32,128.12,1.42,143.35,9.08,153.96,9.77,0,2199.70,3.39,0.43,3,34,2,4,3
163,176.26,23.45,7,11280.40,9.31,1500.78,11.51,0,0,96.63,6.11,130.21,1.66,113.62,8.21,140.39,10.14,0,2077.16,4.18,0.39,3,34,3,4,2
164,172.55,25.35,8,11043.13,9.79,1622.41,11.38,0,0,96.19,6.71,132.83,1.66,108.11,8.59,125.69,9.98,0,2888.91,5.04,0.36,3,34,4,4,1
165,369.59,205.57,5,23653.56,8.83,13156.63,9.82,0,0,98.93,6.97,135.32,1.48,96.26,7.69,107.13,8.56,0,1956.16,4.47,0.37,3,35,1,5,5
166,371.82,207.66,6,23796.45,17.71,13290.14,10.38,0,0,65.36,5.65,131.35,1.45,157.44,15.65,92.46,9.12,0,769.62,2.58,0.27,4,35,2,5,4
167,365.08,202.54,8,23365.42,7.97,12962.57,11.87,0,0,92.76,6.01,133.70,1.47,94.75,6.99,141.12,10.41,0,2313.09,4.87,0.40,3,35,3,5,3
168,367.24,199.20,9,23503.08,9.47,12748.79,8.86,0,0,105.15,6.11,130.28,1.59,125.47,8.32,117.47,7.79,0,2199.70,4.16,0.44,3,35,4,5,2
169,374.96,202.19,10,23997.40,7.40,12940.22,7.47,0,0,119.99,5.89,130.08,1.46,116.08,6.49,117.03,6.55,0,2879.18,6.00,0.53,3,35,5,5,1
170,444.11,287.18,5,28423.17,6.82,18379.78,8.15,0,0,123.82,5.13,125.24,1.56,127.47,6.05,152.13,7.25,0,2914.59,6.87,0.58,3,36,1,1,1
171,484.57,341.60,5,31012.52,17.88,21862.48,15.30,0,0,52.63,5.25,133.22,1.45,138.12,15.79,118.33,13.50,0,1721.14,2.49,0.21,4,37,1,1,1
172,325.35,433.09,6,20822.29,20.28,27717.84,16.39,0,0,51.73,6.17,136.60,1.55,131.03,17.79,105.89,14.39,0,1013.66,2.16,0.16,3,38,1,1,1
173,121.52,83.60,7,7777.27,8.80,5350.41,7.06,0,0,124.66,6.76,131.75,1.60,124.69,7.70,100.05,6.18,0,2033.77,4.95,0.49,3,39,1,2,2
174,128.09,88.23,8,8197.82,13.73,5646.88,11.63,0,0,74.51,7.20,134.98,1.51,109.19,11.97,92.45,10.13,0,2419.55,3.38,0.24,3,39,2,2,1
175,158.03,137.23,7,10113.60,16.26,8782.72,18.98,0,0,55.04,5.43,131.72,1.63,127.42,14.41,148.63,16.82,0,2318.75,2.97,0.20,4,40,1,2,2
176,154.62,122.85,10,9895.94,16.57,7862.59,20.76,0,0,47.67,6.72,128.06,1.42,90.26,14.44,113.09,18.09,0,676.25,2.31,0.13,4,40,2,2,1
177,201.84,15.11,7,12917.87,7.59,966.88,10.47,0,0,114.28,5.59,124.88,1.72,120.09,6.74,165.13,9.34,0,2411.46,4.77,0.50,4,41,1,1,1
178,442.69,28.62,7,28332.08,6.87,1831.39,6.51,0,0,137.40,7.30,134.93,1.46,99.19,5.97,94.08,5.67,0,2330.61,6.66,0.52,4,42,1,25,25
179,442.80,28.66,10,28339.25,9.38,1834.36,7.39,0,0,115.78,6.93,133.82,1.56,120.51,8.19,94.91,6.45,0,2682.64,5.72,0.45,4,42,2,25,24
180,442.48,28.21,11,28318.89,6.95,1805.69,7.40,0,0,122.05,6.01,132.40,1.42,108.56,6.08,115.57,6.47,0,2758.04,5.31,0.54,3,42,3,25,23
181,442.24,28.14,12,28303.45,7.28,1800.94,8.45,0,0,122.96,7.33,139.27,1.54,93.78,6.35,108.83,7.36,0,3330.02,6.67,0.46,4,42,4,25,22
182,442.97,28.73,13,28350.21,6.14,1838.58,5.73,0,0,150.90,6.93,131.95,1.43,102.69,5.35,95.82,4.99,0,2697.79,6.21,0.59,4,42,5,25,21
183,442.86,28.17,14,28343.00,5.93,1802.67,6.40,0,0,152.96,7.00,135.02,1.51,99.64,5.18,107.49,5.58,0,2982.84,6.12,0.58,3,42,6,25,20
184,442.60,28.13,15,28326.59,6.59,1800.48,6.80,0,0,138.48,7.04,135.98,1.49,99.57,5.75,102.71,5.93,0,2990.95,6.76,0.53,4,42,7,25,19
185,442.56,28.67,16,28323.73,9.90,1834.61,7.16,0,0,108.53,5.49,131.33,1.52,151.04,8.74,109.28,6.32,0,3667.88,6.32,0.50,3,42,8,25,18
186,442.95,28.61,18,28349.00,7.10,1831.25,7.79,0,0,116.91,5.77,134.04,1.42,110.71,6.22,121.60,6.83,0,2874.93,4.72,0.53,3,42,9,25,17
187,442.60,28.67,19,28326.10,6.33,1834.96,7.89,0,0,129.72,5.59,130.90,1.52,113.28,5.58,141.23,6.95,0,3589.59,8.66,0.58,3,42,10,25,16
188,442.55,27.98,20,28322.92,9.28,1790.97,8.64,0,0,99.82,5.73,130.64,1.47,124.53,8.15,116.00,7.59,0,3018.11,5.70,0.45,3,42,11,25,15
189,442.38,28.65,23,28312.04,9.67,1833.50,7.60,0,0,102.57,5.00,129.11,1.48,153.33,8.57,120.50,6.73,0,3078.95,5.27,0.51,3,42,12,25,14
190,442.54,27.93,24,28322.32,9.94,1787.67,8.84,0,0,120.39,8.37,141.03,1.81,109.84,8.67,97.70,7.72,0,1906.46,4.55,0.38,3,42,13,25,13
191,442.47,28.25,26,28318.00,6.19,1808.30,7.51,0,0,137.11,6.26,130.90,1.53,104.39,5.43,126.56,6.58,0,2362.64,6.26,0.57,3,42,14,25,12
192,442.76,28.69,27,28336.33,7.29,1835.92,6.92,0,0,127.81,7.25,136.40,1.45,98.67,6.34,93.56,6.02,0,3314.48,4.97,0.49,4,42,15,25,11
193,442.48,28.17,30,28318.54,7.22,1802.83,7.58,0,0,127.84,6.88,136.16,1.52,103.15,6.31,108.24,6.62,0,3042.88,5.52,0.50,4,42,16,25,10
194,442.28,28.27,31,28305.97,6.73,1809.14,6.72,0,0,130.08,7.24,134.14,1.39,92.76,5.85,92.70,5.84,0,2393.84,5.64,0.50,4,42,17,25,9
195,442.44,28.44,33,28316.11,7.13,1819.87,5.86,0,0,144.29,7.15,133.46,1.49,110.49,6.21,90.80,5.10,0,2773.75,7.31,0.55,4,42,18,25,8
196,442.46,28.37,35,28317.58,5.66,1815.84,5.34,0,0,149.62,6.07,128.16,1.32,107.03,4.93,101.14,4.66,0,2546.21,6.59,0.64,3,42,19,25,7
197,442.58,28.31,36,28325.23,7.08,1811.99,8.03,0,0,120.27,6.40,134.63,1.47,102.23,6.19,116.03,7.02,0,3201.38,5.74,0.50,3,42,20,25,6
198,442.67,28.63,37,28331.15,8.60,1832.14,9.85,0,0,104.50,6.89,132.66,1.55,100.28,7.51,114.85,8.60,0,2941.46,5.31,0.40,3,42,21,25,5
199,442.66,28.27,38,28330.53,7.31,1809.08,5.87,0,0,123.48,5.85,130.76,1.30,118.50,6.38,95.15,5.12,0,3549.27,7.08,0.56,3,42,22,25,4
200,442.40,28.32,40,28313.41,5.23,1812.32,5.56,0,0,154.42,6.47,130.40,1.33,95.96,4.56,101.97,4.84,0,2860.79,7.09,0.63,4,42,23,25,3
201,442.29,28.64,41,28306.64,6.39,1833.06,6.32,0,0,137.94,5.87,131.15,1.43,115.51,5.60,114.25,5.54,0,3843.54,6.60,0.61,4,42,24,25,2
202,442.43,28.53,43,28315.48,9.15,1825.73,7.82,0,0,123.68,7.23,132.89,1.70,120.34,8.00,102.89,6.84,0,3516.89,6.69,0.45,4,42,25,25,1
203,24.95,194.15,8,1596.63,17.95,12425.81,21.00,0,0,44.61,6.54,136.27,1.39,94.08,15.65,110.07,18.30,0,1750.89,2.09,0.12,3,43,1,1,1
204,76.26,100.37,8,4880.48,9.27,6423.75,8.65,0,0,95.97,5.18,127.76,1.43,132.46,8.17,123.63,7.63,0,2721.11,5.74,0.47,2,44,1,3,3
205,81.73,110.47,9,5230.97,11.91,7070.25,16.33,0,0,66.88,6.34,132.12,1.52,96.67,10.43,132.57,14.30,0,1703.45,3.26,0.24,3,44,2,3,2
206,83.43,113.29,10,5339.29,12.45,7250.85,12.22,0,0,79.21,5.28,128.77,1.66,144.52,11.07,141.72,10.87,0,3145.32,4.30,0.35,5,44,3,3,1
207,121.74,366.08,8,7791.58,11.61,23428.99,8.19,0,0,106.84,7.26,135.54,1.69,131.38,10.15,92.74,7.17,0,2878.39,4.62,0.38,4,45,1,2,2
208,123.24,369.48,10,7887.43,18.93,23646.76,16.17,0,0,48.14,5.16,130.12,1.40,136.18,16.67,116.36,14.25,0,1046.18,2.01,0.18,3,45,2,2,1
209,279.15,282.44,8,17865.72,9.41,18076.27,12.56,0,0,90.36,7.07,132.49,1.58,92.38,8.22,123.39,10.97,0,3150.73,5.65,0.32,4,46,1,1,1
210,316.13,469.19,8,20232.49,10.51,30028.13,9.72,0,0,86.78,5.75,130.85,1.44,122.10,9.22,112.92,8.53,0,1887.46,4.18,0.38,3,47,1,9,9
211,319.26,474.30,9,20432.53,9.14,30354.99,8.02,0,0,101.90,6.38,132.86,1.41,112.20,7.98,98.44,7.00,0,2652.61,6.04,0.43,3,47,2,9,8
212,319.34,467.78,11,20437.87,9.54,29937.79,8.50,0,0,100.25,4.59,126.42,1.56,161.70,8.55,144.13,7.60,0,3590.98,5.13,0.51,4,47,3,9,7
213,327.45,460.92,14,20956.61,11.30,29499.08,11.77,0,0,78.65,4.68,129.11,1.56,147.42,10.09,153.44,10.53,0,1582.55,3.85,0.39,3,47,4,9,6
214,329.92,467.78,15,21115.16,16.27,29937.64,19.46,0,0,45.76,6.35,133.90,1.30,89.99,14.17,107.60,16.94,0,845.98,1.90,0.14,4,47,5,9,5
215,333.01,467.03,16,21312.82,8.53,29889.77,7.00,0,0,108.18,5.88,131.85,1.35,120.50,7.45,98.96,6.12,0,2416.75,4.71,0.49,3,47,6,9,4
216,337.40,461.36,18,21593.77,13.23,29527.09,17.45,0,0,54.66,4.57,132.64,1.40,122.38,11.74,160.90,15.62,0,2528.25,2.82,0.26,5,47,7,9,3
217,345.61,466.13,19,22119.14,11.03,29832.53,7.19,0,0,111.74,6.35,131.80,1.63,149.59,9.70,97.49,6.32,0,2581.23,5.34,0.46,4,47,8,9,2
218,341.35,467.59,20,21846.27,14.31,29925.88,12.72,0,0,58.09,3.89,127.87,1.36,165.91,12.87,147.81,11.40,0,1672.34,2.91,0.32,3,47,9,9,1
219,109.48,106.87,9,7006.52,14.47,6839.79,13.71,0,0,65.35,5.76,133.35,1.52,126.43,12.73,119.81,12.06,0,2820.38,3.76,0.25,2,48,1,2,2
220,112.54,106.54,10,7202.87,8.76,6818.37,8.66,0,0,114.03,6.07,127.62,1.65,126.83,7.71,125.43,7.63,0,2922.16,5.64,0.48,3,48,2,2,1
221,131.31,277.62,9,8403.59,6.21,17767.36,8.67,0,0,133.38,5.97,127.60,1.62,107.05,5.48,149.22,7.64,0,3466.32,7.25,0.57,3,49,1,2,2
222,133.23,276.27,10,8526.72,9.56,17681.42,10.27,0,0,91.25,4.66,123.03,1.55,145.31,8.54,156.00,9.18,0,2488.18,4.03,0.46,3,49,2,2,1
223,157.25,119.38,9,10064.13,17.33,7640.40,18.15,0,0,53.69,4.80,131.12,1.63,150.30,15.53,157.17,16.33,0,2630.79,2.57,0.22,4,50,1,1,1
224,201.45,410.95,9,12892.88,13.03,26300.67,18.40,0,0,60.54,5.34,131.75,1.57,114.21,11.54,160.83,16.37,0,2412.55,3.31,0.24,4,51,1,4,4
225,200.34,403.17,10,12821.47,9.97,25802.73,11.90,0,0,86.59,5.58,132.97,1.57,119.37,8.81,142.44,10.51,0,3571.86,4.85,0.38,3,51,2,4,3
226,199.27,401.64,11,12753.39,11.92,25705.27,16.10,0,0,67.60,5.07,135.15,1.59,123.17,10.60,165.91,14.37,0,2631.05,2.87,0.30,3,51,3,4,2
227,199.23,400.40,12,12750.40,13.19,25625.67,10.28,0,0,72.10,5.10,132.55,1.39,143.74,11.63,112.07,9.07,0,1667.82,3.03,0.34,3,51,4,4,1
228,202.35,249.05,9,12950.11,24.59,15938.96,19.30,0,0,43.77,5.69,135.71,1.59,146.08,21.70,114.66,17.03,0,1992.48,2.55,0.13,3,52,1,5,5
229,202.30,248.65,10,12947.02,19.20,15913.79,18.07,0,0,52.40,5.00,131.66,1.68,155.90,17.16,146.68,16.18,0,2532.77,2.54,0.20,4,52,2,5,4
230,202.96,249.26,11,12989.31,19.43,15952.55,13.72,0,0,52.15,5.47,135.61,1.40,142.68,17.08,100.78,12.05,0,2321.29,2.77,0.20,4,52,3,5,3
231,202.21,248.77,13,12941.25,18.56,15921.35,18.60,0,0,49.83,5.68,134.64,1.53,125.46,16.34,125.78,16.39,0,1354.27,2.13,0.17,3,52,4,5,2
232,201.88,249.56,15,12920.23,9.99,15972.10,12.06,0,0,75.02,5.62,133.92,1.34,102.52,8.75,123.79,10.56,0,2050.29,3.83,0.33,4,52,5,5,1
233,269.76,165.65,9,17264.36,21.04,10601.43,21.10,0,0,37.12,5.80,125.40,1.26,103.39,18.35,103.69,18.40,0,674.64,1.92,0.11,4,53,1,1,1
234,353.98,399.35,9,22654.98,7.94,25558.16,9.53,0,0,110.45,5.99,127.47,1.59,112.95,6.99,135.51,8.39,0,2351.14,5.22,0.47,3,54,1,11,11
235,350.41,399.06,10,22426.49,4.94,25539.61,5.09,0,0,178.28,6.18,125.41,1.45,109.53,4.32,112.93,4.45,0,3300.11,9.58,0.70,3,54,2,11,10
236,350.59,399.40,11,22437.72,3.53,25561.66,4.24,0,0,225.20,6.72,127.44,1.39,90.78,3.07,109.17,3.70,0,2822.18,11.55,0.77,3,54,3,11,9
237,350.46,399.26,12,22429.21,3.90,25552.44,4.09,0,0,221.98,7.05,126.86,1.41,94.24,3.39,98.93,3.56,0,3297.89,12.46,0.75,4,54,4,11,8
238,350.23,399.29,13,22414.91,4.81,25554.79,4.29,0,0,199.24,6.73,126.36,1.45,109.38,4.19,97.48,3.74,0,3502.07,11.64,0.72,4,54,5,11,7
239,350.15,399.53,15,22409.69,4.55,25569.95,4.65,0,0,217.59,7.67,128.27,1.60,99.11,3.97,101.36,4.06,0,3456.34,10.30,0.70,4,54,6,11,6
240,350.31,399.26,16,22419.65,4.59,25552.88,4.08,0,0,175.48,5.99,129.73,1.21,103.27,4.00,91.79,3.55,0,3638.71,11.63,0.72,3,54,7,11,5
241,348.19,398.44,17,22284.37,11.32,25500.22,11.07,0,0,90.80,5.14,127.25,1.75,155.01,10.14,151.67,9.90,0,3083.96,4.32,0.40,4,54,8,11,4
242,342.19,400.08,18,21899.86,6.97,25605.37,9.96,0,0,110.52,6.36,130.26,1.49,93.16,6.10,133.04,8.71,0,1384.48,5.00,0.46,4,54,9,11,3
243,347.99,406.42,19,22271.44,11.91,26010.60,13.36,0,0,70.04,4.46,127.30,1.51,145.29,10.65,162.02,12.09,0,2689.29,3.46,0.36,5,54,10,11,2
244,355.37,404.47,21,22743.78,10.05,25886.19,7.70,0,0,118.42,5.79,126.37,1.76,158.69,8.93,121.82,6.83,0,2949.50,5.77,0.50,3,54,11,11,1
245,449.75,218.92,9,28784.12,15.49,14010.76,13.13,0,0,59.36,5.15,134.29,1.41,137.73,13.65,116.76,11.58,0,2018.43,2.73,0.26,2,55,1,2,2
246,448.98,220.90,10,28734.77,13.34,14137.59,11.15,0,0,75.26,5.71,132.79,1.52,135.44,11.74,113.19,9.81,0,2121.75,2.87,0.31,3,55,2,2,1
247,487.59,467.26,9,31205.87,18.77,29904.57,16.12,0,0,59.69,7.74,136.93,1.67,111.23,16.37,95.53,14.06,0,1422.62,1.95,0.16,5,56,1,3,3
248,484.37,470.29,10,30999.95,9.44,30098.47,6.64,0,0,110.88,5.33,126.22,1.45,151.43,8.32,106.55,5.85,0,1507.61,4.87,0.53,4,56,2,3,2
249,475.51,468.69,11,30432.52,7.67,29996.30,7.12,0,0,129.13,6.22,130.84,1.57,122.61,6.73,113.80,6.25,0,2353.00,5.28,0.54,3,56,3,3,1
250,239.93,459.11,10,15355.79,5.30,29383.18,5.62,0,0,174.29,7.56,131.82,1.51,93.75,4.61,99.36,4.89,0,3327.38,8.88,0.62,4,57,1,48,48
251,240.01,458.81,13,15360.68,5.31,29364.05,5.22,0,0,168.23,6.00,127.08,1.44,114.39,4.65,112.59,4.57,0,3495.71,8.20,0.69,3,57,2,48,47
252,239.85,459.14,14,15350.09,5.39,29384.70,4.26,0,0,179.01,6.35,129.27,1.38,116.75,4.70,92.38,3.72,0,2594.48,7.31,0.70,3,57,3,48,46
253,239.77,458.72,15,15345.24,4.41,29358.07,4.31,0,0,201.08,6.99,128.56,1.40,97.36,3.84,95.16,3.75,0,3025.89,11.07,0.71,4,57,4,48,45
254,239.80,458.62,16,15347.12,4.80,29351.59,5.42,0,0,172.08,6.48,132.30,1.41,97.93,4.19,110.58,4.73,0,3847.91,9.82,0.67,3,57,5,48,44
255,239.93,458.89,19,15355.38,4.32,29368.89,4.15,0,0,223.77,7.74,128.82,1.50,95.80,3.76,92.03,3.61,0,2246.91,8.25,0.72,4,57,6,48,43
256,239.95,458.57,21,15356.68,6.00,29348.65,5.66,0,0,149.78,6.23,129.27,1.41,110.87,5.24,104.58,4.94,0,1926.68,7.76,0.62,3,57,7,48,42
257,240.10,458.73,24,15366.72,5.91,29358.48,5.28,0,0,169.25,6.76,127.81,1.53,113.61,5.16,101.55,4.61,0,3013.14,8.05,0.64,3,57,8,48,41
258,239.84,458.39,25,15349.76,5.36,29337.10,4.77,0,0,198.74,7.63,127.94,1.61,107.10,4.67,95.38,4.16,0,3517.41,10.48,0.67,3,57,9,48,40
259,239.62,458.98,27,15335.61,5.03,29374.47,4.78,0,0,198.91,7.92,131.36,1.55,96.92,4.37,92.01,4.15,0,3717.96,9.50,0.66,4,57,10,48,39
260,240.11,458.92,28,15366.88,4.53,29371.02,4.51,0,0,184.52,6.35,125.36,1.34,101.04,3.95,100.58,3.93,0,2076.66,8.31,0.71,4,57,11,48,38
261,240.10,458.34,30,15366.42,4.79,29333.65,4.86,0,0,202.88,7.59,128.91,1.56,98.28,4.17,99.69,4.23,0,3195.96,9.85,0.68,4,57,12,48,37
262,240.25,458.59,31,15375.79,3.77,29349.79,4.06,0,0,218.49,6.86,125.55,1.36,92.15,3.28,99.25,3.53,0,2547.84,10.55,0.75,4,57,13,48,36
263,239.79,458.77,32,15346.52,3.88,29361.01,4.14,0,0,206.63,6.59,126.34,1.32,93.37,3.37,99.61,3.60,0,2594.25,12.01,0.75,4,57,14,48,35
264,239.69,458.56,33,15340.07,5.93,29347.89,6.91,0,0,162.50,7.42,131.10,1.68,99.80,5.18,116.24,6.03,0,2823.70,6.24,0.58,3,57,15,48,34
265,240.01,458.76,35,15360.45,4.31,29360.82,4.01,0,0,208.71,6.89,130.48,1.38,100.31,3.75,93.16,3.49,0,3684.73,10.30,0.73,4,57,16,48,33
266,239.82,458.58,37,15348.31,3.67,29349.10,3.82,0,0,240.16,7.27,130.14,1.43,93.00,3.19,96.79,3.32,0,2994.09,11.07,0.77,4,57,17,48,32
267,239.81,458.33,38,15348.15,4.29,29332.88,4.09,0,0,213.52,7.27,130.21,1.42,96.73,3.73,92.16,3.55,0,4279.55,11.34,0.72,4,57,18,48,31
268,239.90,458.71,39,15353.37,6.08,29357.63,5.47,0,0,160.97,6.51,130.75,1.50,115.48,5.31,103.93,4.78,0,2826.96,8.24,0.63,3,57,19,48,30
269,239.88,458.60,41,15352.28,5.03,29350.40,5.60,0,0,157.18,5.87,128.52,1.35,103.40,4.39,115.12,4.89,0,2996.96,7.12,0.67,3,57,20,48,29
270,239.81,458.68,42,15347.84,4.46,29355.82,5.19,0,0,188.67,6.79,130.98,1.46,95.25,3.89,110.78,4.53,0,3148.18,9.06,0.69,4,57,21,48,28
271,239.80,458.62,43,15346.99,5.34,29351.57,4.98,0,0,205.89,7.73,131.09,1.71,109.22,4.66,101.95,4.35,0,3967.75,9.67,0.67,3,57,22,48,27
272,239.90,458.89,44,15353.41,4.44,29368.76,4.85,0,0,188.26,6.53,129.53,1.40,98.31,3.87,107.40,4.23,0,2995.57,8.06,0.71,3,57,23,48,26
273,240.03,458.78,46,15361.65,5.39,29362.01,5.67,0,0,176.45,6.81,129.99,1.58,107.29,4.71,112.92,4.96,0,3236.71,8.81,0.66,3,57,24,48,25
274,239.76,458.66,47,15344.68,5.11,29354.35,6.13,0,0,179.57,7.32,133.97,1.62,96.40,4.46,115.56,5.35,0,3326.09,8.37,0.64,3,57,25,48,24
275,240.07,458.62,48,15364.73,5.46,29351.41,5.30,0,0,180.07,7.17,129.52,1.56,105.42,4.77,102.22,4.62,0,2119.75,9.26,0.65,3,57,26,48,23
276,239.98,458.59,50,15358.55,4.80,29349.73,5.29,0,0,185.04,7.40,130.78,1.48,92.07,4.17,101.45,4.60,0,3004.77,8.40,0.65,4,57,27,48,22
277,240.23,458.72,51,15374.42,4.72,29358.01,4.33,0,0,180.36,6.29,129.19,1.30,103.99,4.11,95.29,3.77,0,2638.73,8.14,0.71,3,57,28,48,21
278,239.80,458.60,52,15347.03,5.37,29350.52,5.39,0,0,181.95,7.73,136.87,1.56,97.15,4.68,97.43,4.69,0,3342.04,7.29,0.62,3,57,29,48,20
279,239.91,458.81,53,15354.25,4.93,29364.14,4.92,0,0,182.25,6.59,128.72,1.44,104.82,4.30,104.51,4.29,0,1941.80,7.68,0.69,3,57,30,48,19
280,239.84,458.40,54,15349.90,5.02,29337.76,4.56,0,0,197.49,6.64,129.35,1.53,114.69,4.39,104.26,3.99,0,3565.36,11.62,0.72,3,57,31,48,18
281,239.90,458.62,55,15353.78,5.73,29351.71,5.80,0,0,165.49,6.75,132.38,1.54,107.98,5.01,109.31,5.07,0,3045.12,7.58,0.63,3,57,32,48,17
282,239.94,458.48,56,15356.08,4.99,29342.78,5.50,0,0,181.86,7.41,132.87,1.52,94.02,4.34,103.75,4.79,0,3420.77,10.02,0.64,3,57,33,48,16
283,239.97,458.76,57,15358.29,4.56,29360.48,4.13,0,0,208.08,7.26,129.20,1.44,100.39,3.97,90.81,3.59,0,2797.32,10.15,0.71,3,57,34,48,15
284,240.32,458.61,58,15380.69,5.90,29351.14,5.49,0,0,170.84,7.02,131.44,1.57,110.29,5.15,102.63,4.79,0,2012.32,7.69,0.63,3,57,35,48,14
285,239.99,458.97,59,15359.65,5.83,29373.85,5.05,0,0,187.82,7.52,128.98,1.64,111.80,5.08,96.90,4.41,0,3284.46,8.45,0.65,4,57,36,48,13
286,239.96,458.20,60,15357.60,5.07,29324.60,5.08,0,0,167.01,6.85,134.97,1.35,94.86,4.41,94.96,4.42,0,2922.12,7.53,0.64,4,57,37,48,12
287,239.82,458.70,62,15348.28,4.79,29356.91,4.88,0,0,176.98,6.60,129.78,1.37,98.70,4.17,100.56,4.25,0,2237.30,8.68,0.68,3,57,38,48,11
288,240.10,458.57,63,15366.38,4.72,29348.59,5.40,0,0,190.47,6.53,128.71,1.57,105.92,4.13,121.32,4.73,0,3520.04,9.28,0.70,3,57,39,48,10
289,240.17,458.65,64,15371.17,5.42,29353.35,5.24,0,0,178.03,6.69,129.98,1.54,110.95,4.74,107.20,4.58,0,2653.54,8.62,0.67,3,57,40,48,9
290,240.08,458.92,67,15364.83,4.88,29371.03,4.59,0,0,234.86,8.84,132.31,1.77,99.48,4.24,93.66,4.00,0,3993.59,10.04,0.68,3,57,41,48,8
291,240.17,458.58,68,15370.83,4.06,29349.15,4.57,0,0,206.45,6.77,130.91,1.42,95.12,3.54,107.01,3.98,0,3772.80,9.75,0.73,3,57,42,48,7
292,239.86,458.71,70,15351.01,5.14,29357.21,5.21,0,0,191.13,8.03,131.76,1.57,93.93,4.47,95.12,4.53,0,2880.86,9.09,0.63,4,57,43,48,6
293,239.92,458.61,72,15354.96,5.89,29350.73,6.75,0,0,158.63,7.08,134.47,1.62,101.46,5.15,116.22,5.90,0,2435.62,6.61,0.59,3,57,44,48,5
294,239.44,458.54,74,15323.96,4.62,29346.34,5.00,0,0,200.49,7.52,131.56,1.54,94.61,4.02,102.38,4.35,0,3704.71,9.58,0.68,4,57,45,48,4
295,239.95,458.70,76,15356.54,5.70,29356.86,5.18,0,0,178.28,7.13,129.15,1.56,109.46,4.97,99.55,4.52,0,2393.21,7.29,0.65,3,57,46,48,3
296,239.93,458.61,77,15355.41,5.70,29351.24,5.20,0,0,202.98,8.39,132.98,1.77,105.88,4.97,96.67,4.54,0,4229.71,10.60,0.63,3,57,47,48,2
297,239.84,458.63,78,15349.96,6.44,29352.57,5.94,0,0,158.30,7.43,132.37,1.57,105.41,5.61,97.21,5.18,0,2721.36,7.44,0.57,4,57,48,48,1
298,300.85,136.28,10,19254.41,11.75,8721.71,7.97,0,0,101.04,5.52,138.38,1.64,166.00,10.47,112.87,7.06,0,3992.11,5.00,0.45,4,58,1,4,4
299,301.65,136.70,11,19305.72,7.46,8748.89,7.47,0,0,128.26,7.27,131.34,1.53,101.15,6.51,101.27,6.51,0,2076.07,6.72,0.48,3,58,2,4,3
300,298.33,142.69,13,19093.30,8.62,9131.90,10.65,0,0,97.05,6.60,134.81,1.50,97.36,7.53,120.35,9.31,0,1829.04,3.62,0.38,3,58,3,4,2
301,297.56,148.83,14,19044.06,12.57,9525.07,12.43,0,0,69.86,6.21,130.11,1.41,108.69,10.98,107.51,10.86,0,1927.91,2.72,0.27,5,58,4,4,1
302,187.34,7.53,11,11989.72,11.91,481.85,11.68,0,0,86.47,8.39,136.97,1.62,94.23,10.35,92.44,10.15,0,461.79,2.63,0.25,4,59,1,3,3
303,190.54,15.66,12,12194.61,7.78,1001.94,10.44,0,0,99.80,6.65,135.15,1.45,89.64,6.78,120.32,9.10,0,2954.48,5.00,0.40,3,59,2,3,2
